structure-atoms_100-10	0.732914
structure-atoms_100-11	0.731933
structure-atoms_100-12	0.725543
structure-atoms_100-5	0.717748
structure-atoms_100-9	0.735161
structure-atoms_150-5	0.721906
structure-atoms_200-10	0.749366
structure-atoms_200-11	0.749579
structure-atoms_200-12	0.747523
structure-atoms_200-7	0.734825
structure-atoms_200-9	0.741531
structure-atoms_20-5	0.712222
structure-atoms_225-5	0.726634
structure-atoms_250-7	0.741152
structure-atoms_300-6	0.740527
structure-atoms_400-10	0.752057
structure-atoms_400-11	0.766248
structure-atoms_400-12	0.764085
structure-atoms_400-9	0.755765
structure-atoms_40-5	0.716015
structure-atoms_50-9	0.714244
structure-atoms_600-10	0.760702
structure-atoms_600-11	0.770982
structure-atoms_600-12	0.758964
structure-atoms_600-9	0.761175
structure-atoms_60-5	0.719043
structure-atoms_70-9	0.723867
structure-atoms_80-5	0.720687
